#SampleID	Metaphlan2_Analysis
d__Bacteria|p__Cyanobacteria|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae|g__Obscuribacteraceae	1
d__Bacteria|p__Cyanobacteria|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae|g__Obscuribacteraceae|s__Obscuribacteraceae	1
d__Bacteria|p__Desulfobacterota	2
d__Bacteria|p__Desulfobacterota_B	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binataceae	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binataceae|s__Binataceae	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binatus	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binatus|s__Binatus	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__DTIX01	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__DTIX01|s__DTIX01	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria	2
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales	2
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A|g__SpSt-501	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A|g__SpSt-501|s__SpSt-501	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852|g__UBA5852	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852|g__UBA5852|s__UBA5852	1
d__Bacteria|p__Dormibacterota	11
d__Bacteria|p__Dormibacterota|c__Dormibacteria	11
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-13	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-13|s__CF-13	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales	6
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae	6
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__40CM-4-65-16	3
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__40CM-4-65-16|s__40CM-4-65-16	3
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-161	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-161|s__CF-161	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__QHBS01	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__QHBS01|s__QHBS01	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260	3
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260	3
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__Palsa-851	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__Palsa-851|s__Palsa-851	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__UBA8260	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__UBA8260|s__UBA8260	1
d__Bacteria|p__Eisenbacteria	1
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46	1
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01	1
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01|f__JABDJR01	1
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01|f__JABDJR01|g__JABDJR01	1
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01|f__JABDJR01|g__JABDJR01|s__JABDJR01	1
d__Bacteria|p__Eremiobacterota	6
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria	6
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales	6
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae	6
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Baltobacteraceae	3
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Baltobacteraceae|s__Baltobacteraceae	3
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Cybelea	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Cybelea|s__Cybelea tyrphae	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Elarobacter	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Elarobacter|s__Elarobacter	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Tumulicola	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Tumulicola|s__Tumulicola	1
d__Bacteria|p__Firmicutes	1
d__Bacteria|p__Firmicutes|c__Bacilli	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae|g__Paenibacillus	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus	1
d__Bacteria|p__Gemmatimonadota	6
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes	6
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales	5
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9	5
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__20CM-2-65-7	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__20CM-2-65-7|s__20CM-2-65-7	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JACDDX01	2
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JACDDX01|s__JACDDX01	2
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__SPDF01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__SPDF01|s__SPDF01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__WVYX01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__WVYX01|s__WVYX01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01|f__JACCXV01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01|f__JACCXV01|g__JACCXV01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01|f__JACCXV01|g__JACCXV01|s__JACCXV01	1
d__Bacteria|p__Methylomirabilota	7
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia	7
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales	7
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6	7
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR12	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR12|s__AR12	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR5	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR5|s__AR5	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR9	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR9|s__AR9	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__CSP1-6	3
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__CSP1-6|s__CSP1-6	3
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__JACQFL01	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__JACQFL01|s__JACQFL01	1
d__Bacteria|p__Myxococcota	16
d__Bacteria|p__Myxococcota_A	2
d__Bacteria|p__Myxococcota_A|c__UBA9160	2
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336|f__SZUA-336	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336|f__SZUA-336|g__VGRW01	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336|f__SZUA-336|g__VGRW01|s__VGRW01	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160|f__UBA6930	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160|f__UBA6930|g__VGRF01	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160|f__UBA6930|g__VGRF01|s__VGRF01	1
d__Bacteria|p__Myxococcota|c__Myxococcia	3
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales	3
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__40CM-4-68-19	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__40CM-4-68-19|g__40CM-4-68-19	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__40CM-4-68-19|g__40CM-4-68-19|s__40CM-4-68-19	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Anaeromyxobacteraceae	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Anaeromyxobacteraceae|g__R267	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Anaeromyxobacteraceae|g__R267|s__R267	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__JADGRA01	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__JADGRA01|s__JADGRA01	1
d__Bacteria|p__Myxococcota|c__Polyangia	13
d__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae|g__JABFXX01	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae|g__JABFXX01|s__JABFXX01	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A	3
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088	3
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__Fen-1088	2
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__Fen-1088|s__Fen-1088	2
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__JADGRB01	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__JADGRB01|s__JADGRB01	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales	9
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae	9
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150	6
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150|s__Palsa-1150	6
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PMG-095	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PMG-095|s__PMG-095	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Polyangiaceae	2
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Polyangiaceae|s__Polyangiaceae	2
d__Bacteria|p__Patescibacteria	3
d__Bacteria|p__Patescibacteria|c__Paceibacteria	1
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A	1
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2100	1
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2100|g__UBA10103	1
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2100|g__UBA10103|s__UBA10103	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia	2
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665|g__UBA5150	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665|g__UBA5150|s__UBA5150	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664|f__SCTI01	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664|f__SCTI01|g__SCTI01	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664|f__SCTI01|g__SCTI01|s__SCTI01	1
d__Bacteria|p__Planctomycetota	4
d__Bacteria|p__Planctomycetota|c__Phycisphaerae	1
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales	1
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae	1
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__PALSA-1353	1
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__PALSA-1353|s__PALSA-1353	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia	3
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Gemmataceae	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Gemmataceae|s__Gemmataceae	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__JABDGM01	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__JABDGM01|s__JABDGM01	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Planctomycetaceae	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Planctomycetaceae|s__Planctomycetaceae	1
d__Bacteria|p__Proteobacteria	126
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	87
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales	10
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae	10
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidisoma	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidisoma|s__Acidisoma	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidisoma|s__Acidisoma sp009765865	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__LMUY01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__LMUY01|s__LMUY01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883|s__Palsa-883	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila|s__Rhodopila	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15|s__AP-15	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__Stellaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__Stellaceae|s__Stellaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__URHD0088	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__URHD0088|s__URHD0088	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932|f__BOG-932	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932|f__BOG-932|g__BOG-932	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932|f__BOG-932|g__BOG-932|s__BOG-932	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__CADEGL01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__CADEGL01|f__CADEGL01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__CADEGL01|f__CADEGL01|g__CADEGL01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__CADEGL01|f__CADEGL01|g__CADEGL01|s__CADEGL01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-938	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-938|s__BOG-938	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__CAIOYC01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__CAIOYC01|s__CAIOYC01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Palsa-881	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Palsa-881|s__Palsa-881	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Geminicoccales	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Geminicoccales|f__Geminicoccaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Geminicoccales|f__Geminicoccaceae|g__CADEGR01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Geminicoccales|f__Geminicoccaceae|g__CADEGR01|s__CADEGR01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__GCA-2720935	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__GCA-2720935|g__GCA-2720935	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__GCA-2720935|g__GCA-2720935|s__GCA-2720935	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales	9
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae	9
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__CAIYRG01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__CAIYRG01|s__CAIYRG01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__Rhizomicrobium	8
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__Rhizomicrobium|s__Rhizomicrobium	8
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella|s__Reyranella	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	50
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae	8
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylovirgula	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylovirgula|s__Methylovirgula	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Roseiarcus	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Roseiarcus|s__Roseiarcus	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__AWTP1-13	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__AWTP1-13|s__AWTP1-13	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium_A	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium_A|s__Hyphomicrobium_A	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Kaistiaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Kaistiaceae|g__Bauldia	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Kaistiaceae|g__Bauldia|s__Bauldia	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methyloligellaceae	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methyloligellaceae|g__Methyloceanibacter	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methyloligellaceae|g__Methyloceanibacter|s__Methyloceanibacter	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methyloligellaceae|g__Methyloligellaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methyloligellaceae|g__Methyloligellaceae|s__Methyloligellaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp900465675	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae	31
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__AP-16	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__AP-16|s__AP-16	1
